Jurisdiction,Prob,Topic,Accuracy
        Maryland  ,0.8960789639090948,  1,0.717988
   Massachusetts  ,0.9969085681101755,  1,0.846059
        Michigan  ,0.9186120573781984,  1,0.738722
       Minnesota  ,0.9942920787934417,  1,0.892261
     Mississippi  ,0.9664935493093255,  1,0.821529
        Missouri  ,0.9824327422315388,  1,0.724638
         Montana  ,0.7890757877940121,  1,0.750984
        Nebraska  ,0.9999998113395303,  1,0.821559
          Nevada  ,0.8470849325461051,  1,0.565678
   New Hampshire  ,0.7104157099719552,  1,0.577441
      New Jersey  ,0.9752352220768852,  1,0.890606
      New Mexico  ,0.9861143674321157,  1,0.770029
        New York  ,0.9801794021550806,  1,0.895668
  North Carolina  ,0.9456560205092427,  1,0.794824
    North Dakota  ,0.8151031406499506,  1,0.648579
            Ohio  ,0.9636126545459169,  1,0.79803
        Oklahoma  ,0.8939014078945638,  1,0.823381
          Oregon  ,0.9582383016341205,  1,0.882218
    Pennsylvania  ,0.9102974619530257,  1,0.644221
    Rhode Island  ,0.9304211026034913,  1,0.675802
  South Carolina  ,0.9431325290218152,  1,0.792001
    South Dakota  ,0.8696815594736431,  1,0.505797
       Tennessee  ,0.8887061029670951,  1,0.776461
           Texas  ,0.9264765013195883,  1,0.790399
            Utah  ,0.5176231292538541,  1,0.65803
         Vermont  ,0.9429905742802872,  1,0.832633
        Virginia  ,0.9216203266695809,  1,0.750567
      Washington  ,0.87135144437582,  1,0.769294
   West Virginia  ,0.9474412851505883,  1,0.820649
       Wisconsin  ,0.9627007578660836,  1,0.81317
         Wyoming  ,0.8507136761904597,  1,0.762868
         Alabama  ,0.8748682811168246, 13,  0.659685
          Alaska  ,0.9392733301155108, 13,  0.860000
         Arizona  ,0.8982695212914937, 13,  0.674252
        Arkansas  ,0.8544959582011262, 13,  0.672566
      California  ,0.9017491941162163, 13,  0.761502
        Colorado  ,0.8271666906153853, 13,  0.445628
     Connecticut  ,0.9925952625465763, 13,  0.932703
        Delaware  ,0.8318469779343405, 13,  0.660042
         Florida  ,0.9845722000316177, 13,  0.858482
         Georgia  ,0.8232534475695888, 13,  0.766731
          Hawaii  ,0.9848179743774407, 13,  0.813108
           Idaho  ,0.944789286201422, 13,  0.832075
        Illinois  ,0.9654821470694772, 13,  0.838070
         Indiana  ,0.9681513904063302, 13,  0.914634
            Iowa  ,0.9445516553905797, 13,  0.832593
          Kansas  ,0.9550827498622019, 13,  0.066667
        Kentucky  ,0.8158863579758472, 13,  0.587923
       Louisiana  ,0.8151550797143479, 13,  0.685614
           Maine  ,0.9143879863726876, 13,  0.576869
        Maryland  ,0.8959710440579667, 13,  0.717157
   Massachusetts  ,0.9969612072034133, 13,  0.846677
        Michigan  ,0.9221832361751462, 13,  0.707963
       Minnesota  ,0.994252009952534, 13,  0.891524
     Mississippi  ,0.9667082334521906, 13,  0.809826
        Missouri  ,0.9825436141869779, 13,  0.714976
         Montana  ,0.7974610071064058, 13,  0.713986
        Nebraska  ,0.9999993438452623, 13,  0.872841
          Nevada  ,0.8458476865028881, 13,  0.498941
   New Hampshire  ,0.6798425818549388, 13,  0.538721
      New Jersey  ,0.9749018689267168, 13,  0.891215
      New Mexico  ,0.9861599013486247, 13,  0.767380
        New York  ,0.9799226961956544, 13,  0.900677
  North Carolina  ,0.9452491465386423, 13,  0.781331
    North Dakota  ,0.9192900802770494, 13,  0.605082
            Ohio  ,0.963035004783843, 13,  0.801724
        Oklahoma  ,0.8938974308253853, 13,  0.810455
          Oregon  ,0.958382959170462, 13,  0.881265
    Pennsylvania  ,0.9105055190656925, 13,  0.627703
    Rhode Island  ,0.9000777268162099, 13,  0.647026
  South Carolina  ,0.9458741741940339, 13,  0.789592
    South Dakota  ,0.9388000736646435, 13,  0.478261
       Tennessee  ,0.8885036181591685, 13,  0.774748
           Texas  ,0.9196941366610294, 13,  0.573207
            Utah  ,0.5340087683485331, 13,  0.660639
         Vermont  ,0.9621985966506661, 13,  0.827381
        Virginia  ,0.9230913271992951, 13,  0.746083
      Washington  ,0.8714032502581437, 13,  0.762248
   West Virginia  ,0.9485113930708654, 13,  0.826581
       Wisconsin  ,0.9650436203399271, 13,  0.806250
         Wyoming  ,0.823262835589229, 13,  0.761029
         Alabama  ,0.8687698526479142, 14,  0.666441
          Alaska  ,0.9495059960943637, 14,  0.893333
         Arizona  ,0.8982920805753072, 14,  0.668829
        Arkansas  ,0.8487512869673355, 14,  0.741256
      California  ,0.9021302316892871, 14,  0.761635
        Colorado  ,0.8306373554176139, 14,  0.461085
     Connecticut  ,0.9925835978475036, 14,  0.932994
        Delaware  ,0.7707882467100938, 14,  0.677266
         Florida  ,0.9853344849979929, 14,  0.883697
         Georgia  ,0.8585681490091397, 14,  0.780922
          Hawaii  ,0.9502654105392877, 14,  0.820427
           Idaho  ,0.9450736131324525, 14,  0.831801
        Illinois  ,0.9650642611513971, 14,  0.839906
         Indiana  ,0.9679112891233556, 14,  0.915835
            Iowa  ,0.9447275884762213, 14,  0.832374
          Kansas  ,0.9550828335819108, 14,  0.111111
        Kentucky  ,0.832504475950341, 14,  0.535103
       Louisiana  ,0.817209883954626, 14,  0.687329
           Maine  ,0.914264174504582, 14,  0.557055
        Maryland  ,0.8963503999979627, 14,  0.718111
   Massachusetts  ,0.9968880529285901, 14,  0.843408
        Michigan  ,0.9204395750188237, 14,  0.734222
       Minnesota  ,0.9943737919767232, 14,  0.882503
     Mississippi  ,0.9738320557119625, 14,  0.814377
        Missouri  ,0.9803294452439779, 14,  0.555556
         Montana  ,0.7910593047191483, 14,  0.744424
        Nebraska  ,0.999993875900103, 14,  0.838828
          Nevada  ,0.8448621677168764, 14,  0.583686
   New Hampshire  ,0.6981839010106058, 14,  0.542088
      New Jersey  ,0.9747193122652433, 14,  0.892362
      New Mexico  ,0.9426454946043815, 14,  0.747738
        New York  ,0.9801294498424105, 14,  0.899962
  North Carolina  ,0.9443414361882886, 14,  0.791539
    North Dakota  ,0.8171587075161264, 14,  0.673127
            Ohio  ,0.9636219490658371, 14,  0.798030
        Oklahoma  ,0.8944787753184987, 14,  0.803866
          Oregon  ,0.9584186121473234, 14,  0.881742
    Pennsylvania  ,0.9063866600116671, 14,  0.619985
    Rhode Island  ,0.9310630589208293, 14,  0.681532
  South Carolina  ,0.9473274410192902, 14,  0.781561
    South Dakota  ,0.857925488307038, 14,  0.671014
       Tennessee  ,0.8888433560762306, 14,  0.775316
           Texas  ,0.9260582218232245, 14,  0.781980
            Utah  ,0.5173597033946358, 14,  0.663518
         Vermont  ,0.9554459576049694, 14,  0.778011
        Virginia  ,0.9227812456095984, 14,  0.749136
      Washington  ,0.8691254866497027, 14,  0.767198
   West Virginia  ,0.9484203819173085, 14,  0.823062
       Wisconsin  ,0.9657651788450387, 14,  0.778125
         Wyoming  ,0.8400444980169821, 14,  0.766544
         Alabama  ,0.8857724620195151, 15,  0.670833
          Alaska  ,0.9498684122654559, 15,  0.886667
         Arizona  ,0.898759139292798, 15,  0.660554
        Arkansas  ,0.8728659357991704, 15,  0.717657
      California  ,0.9020186606176659, 15,  0.761257
        Colorado  ,0.8276751956783848, 15,  0.438934
     Connecticut  ,0.9926250122490672, 15,  0.931541
        Delaware  ,0.8244022029315028, 15,  0.650503
         Florida  ,0.9851524650272155, 15,  0.892943
         Georgia  ,0.8445033910310917, 15,  0.767215
          Hawaii  ,0.9504569025817096, 15,  0.820083
           Idaho  ,0.9449484557132853, 15,  0.832150
        Illinois  ,0.9652117844766229, 15,  0.840797
         Indiana  ,0.968435084838503, 15,  0.913248
            Iowa  ,0.9447877795204814, 15,  0.832686
          Kansas  ,0.9561361418712354, 15,  0.133333
        Kentucky  ,0.8228559112393417, 15,  0.542340
       Louisiana  ,0.8172602883670109, 15,  0.691358
           Maine  ,0.9207080618800287, 15,  0.582771
        Maryland  ,0.8913973324858241, 15,  0.715526
   Massachusetts  ,0.996879407827887, 15,  0.843717
        Michigan  ,0.9205981666249244, 15,  0.733994
       Minnesota  ,0.9940000140141945, 15,  0.891921
     Mississippi  ,0.9423260946980787, 15,  0.816937
        Missouri  ,0.9824648981663111, 15,  0.696860
         Montana  ,0.7895189510882192, 15,  0.759381
        Nebraska  ,0.9999934436343313, 15,  0.841968
          Nevada  ,0.8448652485168213, 15,  0.581568
   New Hampshire  ,0.7153693226566094, 15,  0.567340
      New Jersey  ,0.9717956101044123, 15,  0.891205
      New Mexico  ,0.960399308941388, 15,  0.736482
        New York  ,0.9806095960838058, 15,  0.899436
  North Carolina  ,0.9462738773956716, 15,  0.789904
    North Dakota  ,0.8260420974892823, 15,  0.652885
            Ohio  ,0.9636782312054895, 15,  0.794335
        Oklahoma  ,0.8941286318055406, 15,  0.817159
          Oregon  ,0.9583148460456828, 15,  0.880503
    Pennsylvania  ,0.9098843618823753, 15,  0.633259
    Rhode Island  ,0.8995734118767089, 15,  0.649860
  South Carolina  ,0.9457942206113044, 15,  0.804690
    South Dakota  ,0.8696459302945494, 15,  0.515942
       Tennessee  ,0.8888789194634485, 15,  0.774245
           Texas  ,0.9263804478189763, 15,  0.772705
            Utah  ,0.5179124786868623, 15,  0.661359
         Vermont  ,0.9661561199355159, 15,  0.800420
        Virginia  ,0.9231418805750835, 15,  0.746637
      Washington  ,0.871795942817599, 15,  0.769598
   West Virginia  ,0.9494501594379781, 15,  0.816628
       Wisconsin  ,0.9655322479627939, 15,  0.803348
         Wyoming  ,0.8563940421092536, 15,  0.755515
         Alabama  ,0.864143903873292, 16,  0.631081
          Alaska  ,0.9501850365522873, 16,  0.860000
         Arizona  ,0.8753036796639103, 16,  0.636008
        Arkansas  ,0.8292945512043419, 16,  0.735356
      California  ,0.9000230253041795, 16,  0.759587
        Colorado  ,0.8278941309779659, 16,  0.461729
     Connecticut  ,0.9925725867006149, 16,  0.931105
        Delaware  ,0.7817031275966471, 16,  0.677001
         Florida  ,0.9797614948921128, 16,  0.899890
         Georgia  ,0.8570166711576974, 16,  0.807773
          Hawaii  ,0.9500820502405692, 16,  0.823152
           Idaho  ,0.9449378547463968, 16,  0.832148
        Illinois  ,0.9652720175973561, 16,  0.841775
         Indiana  ,0.9687523673754542, 16,  0.913710
            Iowa  ,0.944646095525817, 16,  0.832701
          Kansas  ,0.9572459999460908, 16,  1.000000
        Kentucky  ,0.837914741604832, 16,  0.554817
       Louisiana  ,0.8166129737952348, 16,  0.703447
           Maine  ,0.9142264962996738, 16,  0.564456
        Maryland  ,0.8970872918174658, 16,  0.706384
   Massachusetts  ,0.9969973316231963, 16,  0.846103
        Michigan  ,0.914890299627559, 16,  0.682900
       Minnesota  ,0.9958542602387755, 16,  0.896119
     Mississippi  ,0.9660053541954964, 16,  0.808078
        Missouri  ,0.9802209114817315, 16,  0.578502
         Montana  ,0.7754684376163554, 16,  0.739963
        Nebraska  ,0.9999945497869024, 16,  0.845631
          Nevada  ,0.849235637348793, 16,  0.543432
   New Hampshire  ,0.6863317243762266, 16,  0.542929
      New Jersey  ,0.9744909540502694, 16,  0.892712
      New Mexico  ,0.9865889460641454, 16,  0.761642
        New York  ,0.9788226128705237, 16,  0.888776
  North Carolina  ,0.9461067882499961, 16,  0.787948
    North Dakota  ,0.8291606393070812, 16,  0.615418
            Ohio  ,0.9726913142602411, 16,  0.804187
        Oklahoma  ,0.8955439654191276, 16,  0.800520
          Oregon  ,0.9606446942636487, 16,  0.872975
    Pennsylvania  ,0.9112248908665518, 16,  0.619687
    Rhode Island  ,0.9301047559066801, 16,  0.680567
  South Carolina  ,0.9464901890332009, 16,  0.781882
    South Dakota  ,0.8714454839791, 16,  0.500000
       Tennessee  ,0.8899280387233288, 16,  0.779833
           Texas  ,0.9257926441527019, 16,  0.751891
            Utah  ,0.5359345336896209, 16,  0.635987
         Vermont  ,0.9450838876370787, 16,  0.763305
        Virginia  ,0.9231474836350513, 16,  0.740343
      Washington  ,0.8578293237337629, 16,  0.762582
   West Virginia  ,0.9575414684919076, 16,  0.807078
       Wisconsin  ,0.9659180255946359, 16,  0.802232
         Wyoming  ,0.8517847473846707, 16,  0.770221
         Alabama  ,0.882412955139065, 17,  0.663288
          Alaska  ,0.9494613742530457, 17,  0.870000
         Arizona  ,0.8975072247382869, 17,  0.662510
        Arkansas  ,0.8648298397439071, 17,  0.725664
      California  ,0.9019109871459361, 17,  0.762216
        Colorado  ,0.8294496755194984, 17,  0.459699
     Connecticut  ,0.9919154436946518, 17,  0.931105
        Delaware  ,0.8051669171632936, 17,  0.667992
         Florida  ,0.9846911114637412, 17,  0.894567
         Georgia  ,0.8603446926674793, 17,  0.781729
          Hawaii  ,0.949971424550464, 17,  0.816258
           Idaho  ,0.9451614538395741, 17,  0.831550
        Illinois  ,0.9650304973742099, 17,  0.840162
         Indiana  ,0.9685135542847177, 17,  0.915188
            Iowa  ,0.9448419025942664, 17,  0.832119
          Kansas  ,0.9567370481997536, 17,  0.088889
        Kentucky  ,0.8217157213964934, 17,  0.531133
       Louisiana  ,0.8180776729691688, 17,  0.690329
           Maine  ,0.9123789631488561, 17,  0.564784
        Maryland  ,0.8961005523988651, 17,  0.718419
   Massachusetts  ,0.9968845489389333, 17,  0.845175
        Michigan  ,0.9189213993385201, 17,  0.723115
       Minnesota  ,0.9942450001295734, 17,  0.889084
     Mississippi  ,0.9670810446560265, 17,  0.785282
        Missouri  ,0.9803029781252303, 17,  0.684783
         Montana  ,0.7891248343800895, 17,  0.763842
        Nebraska  ,0.9996481583314901, 17,  0.857666
          Nevada  ,0.8514347148239608, 17,  0.588983
   New Hampshire  ,0.8188558254936588, 17,  0.595118
      New Jersey  ,0.9754407170759042, 17,  0.890326
      New Mexico  ,0.9876475907344001, 17,  0.772898
        New York  ,0.9718029092302888, 17,  0.893692
  North Carolina  ,0.9459830230429155, 17,  0.783424
    North Dakota  ,0.8250480502070483, 17,  0.652455
            Ohio  ,0.9636692664215358, 17,  0.798030
        Oklahoma  ,0.8943245587203754, 17,  0.814549
          Oregon  ,0.9580544498216462, 17,  0.871546
    Pennsylvania  ,0.9099390787877095, 17,  0.631208
    Rhode Island  ,0.9365217685058818, 17,  0.657428
  South Carolina  ,0.9448070826004356, 17,  0.779313
    South Dakota  ,0.8785217078330474, 17,  0.513043
       Tennessee  ,0.8888266519021424, 17,  0.773282
           Texas  ,0.926088752946383, 17,  0.789157
            Utah  ,0.5173952294063805, 17,  0.664597
         Vermont  ,0.9516999386111522, 17,  0.717787
        Virginia  ,0.9222186281519801, 17,  0.751324
      Washington  ,0.8662684248512214, 17,  0.711678
   West Virginia  ,0.9489741844274405, 17,  0.806977
       Wisconsin  ,0.9623455581630701, 17,  0.796429
         Wyoming  ,0.8514705781858722, 17,  0.751838
         Alabama  ,0.8852717474238359,18 , 0.657883
          Alaska  ,0.9473256175738587,18 , 0.753333
         Arizona  ,0.8694393957084383,18 , 0.560414
        Arkansas  ,0.8342849900184532,18 , 0.716814
      California  ,0.9007718370518772,18 , 0.762921
        Colorado  ,0.8386872084731082,18 , 0.431518
     Connecticut  ,0.9925238071495135,18 , 0.933866
        Delaware  ,0.7972931766993581,18 , 0.659512
         Florida  ,0.9705699514962234,18 , 0.856857
         Georgia  ,0.8913218979779685,18 , 0.784470
          Hawaii  ,0.9516518857331949,18 , 0.793934
           Idaho  ,0.9449996562860593,18 , 0.832130
        Illinois  ,0.9643508854148405,18 , 0.835398
         Indiana  ,0.967693959751479,18 , 0.915558
            Iowa  ,0.9446471888890946,18 , 0.832689
          Kansas  ,0.9545086662586436,18 , 0.111111
        Kentucky  ,0.8110402182686468,18 , 0.647368
       Louisiana  ,0.8166612879035701,18 , 0.692215
           Maine  ,0.914525150817437,18 , 0.603195
        Maryland  ,0.8970787780938453,18 , 0.714356
   Massachusetts  ,0.996870590720844,18 , 0.844689
        Michigan  ,0.9134835255392897,18 , 0.741570
       Minnesota  ,0.9942372915079795,18 , 0.883184
     Mississippi  ,0.9457902374132516,18 , 0.707993
        Missouri  ,0.9830973725093075,18 , 0.753623
         Montana  ,0.789595404000665,18 , 0.743374
        Nebraska  ,0.974524898012787,18 , 0.747253
          Nevada  ,0.8483182306336039,18 , 0.602754
   New Hampshire  ,0.6762269446441428,18 , 0.602694
      New Jersey  ,0.975508308417193,18 , 0.888639
      New Mexico  ,0.9168091309414795,18 , 0.688148
        New York  ,0.9803289317427192,18 , 0.899939
  North Carolina  ,0.900536907416509,18 , 0.742676
    North Dakota  ,0.8070908082964677,18 , 0.620586
            Ohio  ,0.9635763769890001,18 , 0.798030
        Oklahoma  ,0.8941501679044028,18 , 0.814745
          Oregon  ,0.9582499877092936,18 , 0.882314
    Pennsylvania  ,0.9103317797674937,18 , 0.628151
    Rhode Island  ,0.898689709335694,18 , 0.668421
  South Carolina  ,0.9464955597372785,18 , 0.788146
    South Dakota  ,0.8638325946838958,18 , 0.492754
       Tennessee  ,0.8906493110349543,18 , 0.772030
           Texas  ,0.9260702360801991,18 , 0.785127
            Utah  ,0.5130774901381818,18 , 0.641745
         Vermont  ,0.9645711475417181,18 , 0.809524
        Virginia  ,0.9229115581752386,18 , 0.748892
      Washington  ,0.8762626162136329,18 , 0.768747
   West Virginia  ,0.9522334186250554,18 , 0.783854
       Wisconsin  ,0.9642947279962171,18 , 0.821429
         Wyoming  ,0.7890409947557702,18 , 0.681985
         Alabama  ,0.8915035752784712, 19,  0.651914
          Alaska  ,0.9499101101725735, 19,  0.886667
         Arizona  ,0.891643170278803, 19,  0.663685
        Arkansas  ,0.8258464926976876, 19,  0.698694
      California  ,0.9003871603363858, 19,  0.760782
        Colorado  ,0.8335230969611682, 19,  0.474785
     Connecticut  ,0.9925799760079658, 19,  0.933285
        Delaware  ,0.8190782137878577, 19,  0.659512
         Florida  ,0.9844161518269195, 19,  0.892818
         Georgia  ,0.8456923864947716, 19,  0.749395
          Hawaii  ,0.9514424933168504, 19,  0.821497
           Idaho  ,0.9445017019248745, 19,  0.831898
        Illinois  ,0.9643579077970049, 19,  0.839722
         Indiana  ,0.9561709552124217, 19,  0.882391
            Iowa  ,0.9442566281802952, 19,  0.832440
          Kansas  ,0.9519403755543878, 19,  0.133333
        Kentucky  ,0.8211168552261231, 19,  0.534727
       Louisiana  ,0.8175088385455673, 19,  0.682442
           Maine  ,0.9141983054987737, 19,  0.571154
        Maryland  ,0.8286056655797425, 19,  0.723221
   Massachusetts  ,0.9969843771993822, 19,  0.827766
        Michigan  ,0.9196611464714459, 19,  0.719583
       Minnesota  ,0.9944838361498036, 19,  0.895836
     Mississippi  ,0.9692073808954823, 19,  0.827380
        Missouri  ,0.9844036188468315, 19,  0.332126
         Montana  ,0.7719040143823177, 19,  0.786408
        Nebraska  ,0.9999908109872944, 19,  0.779173
          Nevada  ,0.8494820421404895, 19,  0.591102
   New Hampshire  ,0.7029282774820539, 19,  0.536195
      New Jersey  ,0.9738685042494571, 19,  0.884787
      New Mexico  ,0.9862154622602224, 19,  0.764953
        New York  ,0.9811048183851068, 19,  0.897954
  North Carolina  ,0.9424381609664577, 19,  0.777885
    North Dakota  ,0.8285835801321113, 19,  0.636090
            Ohio  ,0.9634738690081656, 19,  0.798030
        Oklahoma  ,0.8929969196780956, 19,  0.799278
          Oregon  ,0.9568637089901377, 19,  0.881075
    Pennsylvania  ,0.9095610883968328, 19,  0.629157
    Rhode Island  ,0.8786406881968969, 19,  0.628402
  South Carolina  ,0.9454715873951121, 19,  0.800675
    South Dakota  ,0.8705726481737864, 19,  0.517391
       Tennessee  ,0.8883245257311049, 19,  0.778698
           Texas  ,0.9259227148430764, 19,  0.792939
            Utah  ,0.5191981053621734, 19,  0.664238
         Vermont  ,0.954399381935573, 19,  0.793417
        Virginia  ,0.923019994766608, 19,  0.747515
      Washington  ,0.8719386078416529, 19,  0.761397
   West Virginia  ,0.9462918944214106, 19,  0.749271
       Wisconsin  ,0.9652715742284518, 19,  0.791071
         Wyoming  ,0.8378556169178117, 19,  0.761029
         Alabama  ,0.8761896085715419,  2,0.629505
          Alaska  ,0.9487970577571183,  2,0.753333
         Arizona  ,0.8778430063470603,  2,0.61314
        Arkansas  ,0.8623733510746641,  2,0.717657
      California  ,0.9022391047903295,  2,0.761445
        Colorado  ,0.8320728128486583,  2,0.445414
     Connecticut  ,0.9926282257585721,  2,0.937209
        Delaware  ,0.8323363011912236,  2,0.667462
         Florida  ,0.9844492517208759,  2,0.895842
         Georgia  ,0.8601222123746299,  2,0.801967
          Hawaii  ,0.950627362142303,  2,0.818775
           Idaho  ,0.9450861111385465,  2,0.832292
        Illinois  ,0.9599311013946813,  2,0.842758
         Indiana  ,0.9686253815418246,  2,0.91408
            Iowa  ,0.9448404173216299,  2,0.832834
          Kansas  ,0.9530253261885004,  2,0.488889
        Kentucky  ,0.8221184615026786,  2,0.601645
       Louisiana  ,0.817256938899334,  2,0.698645
           Maine  ,0.9139490445172773,  2,0.56914
        Maryland  ,0.896513159722246,  2,0.716541
   Massachusetts  ,0.996895414806516,  2,0.842656
        Michigan  ,0.9210488018062869,  2,0.740203
       Minnesota  ,0.9951217405121306,  2,0.891694
     Mississippi  ,0.9678095368271984,  2,0.815027
        Missouri  ,0.9796351750108866,  2,0.763285
         Montana  ,0.790083532408111,  2,0.738914
        Nebraska  ,0.9999770081806039,  2,0.804814
          Nevada  ,0.8490812245354105,  2,0.558263
   New Hampshire  ,0.7155538679546871,  2,0.56734
      New Jersey  ,0.9750343044376608,  2,0.891823
      New Mexico  ,0.9864635685217569,  2,0.766939
        New York  ,0.9801508298592773,  2,0.899035
  North Carolina  ,0.9462514525374194,  2,0.791042
    North Dakota  ,0.8278718277411743,  2,0.647287
            Ohio  ,0.9636054831894274,  2,0.79803
        Oklahoma  ,0.8942068033232853,  2,0.803636
          Oregon  ,0.9572004170282756,  2,0.880408
    Pennsylvania  ,0.9100117172174754,  2,0.63736
    Rhode Island  ,0.9415098282144075,  2,0.676051
  South Carolina  ,0.9450949910340647,  2,0.803887
    South Dakota  ,0.8669627456190692,  2,0.5
       Tennessee  ,0.8888442154836195,  2,0.776279
           Texas  ,0.9259904415309687,  2,0.776072
            Utah  ,0.5197191510986657,  2,0.652991
         Vermont  ,0.9687073914898574,  2,0.786765
        Virginia  ,0.9212909528233176,  2,0.750567
      Washington  ,0.8718658734464257,  2,0.768747
   West Virginia  ,0.9530168055166619,  2,0.822761
       Wisconsin  ,0.9659976132052333,  2,0.802009
         Wyoming  ,0.853124070699931,  2,0.773897
         Alabama  ,0.8639934566637282,  2,0.667117
          Alaska  ,0.9462775897491861,  2,0.756667
         Arizona  ,0.8981909702812066,  2,0.676265
        Arkansas  ,0.8701858832436214,  2,0.701222
      California  ,0.9021996580612687,  2,0.76136
        Colorado  ,0.8356897700551287,  2,0.458431
     Connecticut  ,0.993868698404883,  2,0.928488
        Delaware  ,0.8256514107456064,  2,0.669051
         Florida  ,0.9846466104250846,  2,0.921681
         Georgia  ,0.8414475397132006,  2,0.805596
          Hawaii  ,0.950498707544434,  2,0.821156
           Idaho  ,0.9454137328316025,  2,0.832198
        Illinois  ,0.9651538843823281,  2,0.843512
         Indiana  ,0.9685918233377337,  2,0.914819
            Iowa  ,0.9450057235748761,  2,0.832772
          Kansas  ,0.9510335282911405,  2,0.244444
        Kentucky  ,0.8201656664886046,  2,0.540648
       Louisiana  ,0.8175355297222502,  2,0.687414
           Maine  ,0.9135887767688678,  2,0.565158
        Maryland  ,0.8966239868951996,  2,0.716634
   Massachusetts  ,0.994199784195864,  2,0.840138
        Michigan  ,0.9220917148544572,  2,0.732342
       Minnesota  ,0.9944213602281538,  2,0.886758
     Mississippi  ,0.9669441678458914,  2,0.792556
        Missouri  ,0.9805486815697793,  2,0.55314
         Montana  ,0.7884568167495132,  2,0.75597
        Nebraska  ,0.9999971077617585,  2,0.866562
          Nevada  ,0.8488008118296304,  2,0.561441
   New Hampshire  ,0.7151450186122458,  2,0.542929
      New Jersey  ,0.9749867680437683,  2,0.891843
      New Mexico  ,0.9869933895331158,  2,0.768484
        New York  ,0.9705589869722208,  2,0.889177
  North Carolina  ,0.9347068967151279,  2,0.77492
    North Dakota  ,0.8207807108229077,  2,0.6559
            Ohio  ,0.9633955441050471,  2,0.79803
        Oklahoma  ,0.8939849022820092,  2,0.817389
          Oregon  ,0.9581479934112703,  2,0.880408
    Pennsylvania  ,0.9093783898690497,  2,0.64038
    Rhode Island  ,0.9084014132116142,  2,0.658704
  South Carolina  ,0.9451706815970387,  2,0.802923
    South Dakota  ,0.8707302050815328,  2,0.515942
       Tennessee  ,0.8890248487032255,  2,0.77417
           Texas  ,0.9298855049361401,  2,0.765362
            Utah  ,0.5157565759841272,  2,0.666217
         Vermont  ,0.9676907831671503,  2,0.809524
        Virginia  ,0.9242637476948065,  2,0.746029
      Washington  ,0.8721584876038528,  2,0.778041
   West Virginia  ,0.949926789547901,  2,0.799236
       Wisconsin  ,0.9665363192567382,  2,0.801116
         Wyoming  ,0.8544991985357642,  2,0.746324
         Alabama  ,0.867041752472278,  2,0.69786
          Alaska  ,0.9494701786944552,  2,0.8
         Arizona  ,0.8833298548950038,  2,0.670282
        Arkansas  ,0.8680595603178513,  2,0.705858
      California  ,0.9016856868657558,  2,0.761369
        Colorado  ,0.8326624640367057,  2,0.458002
     Connecticut  ,0.9926011287863594,  2,0.932994
        Delaware  ,0.8158099393586777,  2,0.649179
         Florida  ,0.9852993515927191,  2,0.884971
         Georgia  ,0.8647695480073563,  2,0.78697
          Hawaii  ,0.955245991456172,  2,0.822859
           Idaho  ,0.9457215681053373,  2,0.831613
        Illinois  ,0.9649332159941612,  2,0.840078
         Indiana  ,0.9674144630321326,  2,0.898189
            Iowa  ,0.9452923681218289,  2,0.832227
          Kansas  ,0.9474931204480008,  2,0.066667
        Kentucky  ,0.8344451408996383,  2,0.611137
       Louisiana  ,0.8167598100939724,  2,0.694187
           Maine  ,0.9139276674635951,  2,0.59139
        Maryland  ,0.8950038368549056,  2,0.710478
   Massachusetts  ,0.9969627702544642,  2,0.836957
        Michigan  ,0.9202555782868597,  2,0.737127
       Minnesota  ,0.9941142984349565,  2,0.870702
     Mississippi  ,0.9657694801047493,  2,0.81267
        Missouri  ,0.9828352985481069,  2,0.741546
         Montana  ,0.7874116770840491,  2,0.755182
        Nebraska  ,0.9998002608790535,  2,0.85034
          Nevada  ,0.8500469663975527,  2,0.551907
   New Hampshire  ,0.6867932208742461,  2,0.501684
      New Jersey  ,0.9751345604120836,  2,0.891644
      New Mexico  ,0.9862331586022556,  2,0.764953
        New York  ,0.9797447342584721,  2,0.890313
  North Carolina  ,0.9427362362477021,  2,0.78752
    North Dakota  ,0.8230373757403362,  2,0.682171
            Ohio  ,0.9636854907555453,  2,0.796798
        Oklahoma  ,0.8942040235584388,  2,0.811203
          Oregon  ,0.9565825497040131,  2,0.862969
    Pennsylvania  ,0.9109324430423813,  2,0.649664
    Rhode Island  ,0.9173778144798477,  2,0.639925
  South Carolina  ,0.9446592550140644,  2,0.805654
    South Dakota  ,0.8716228100349827,  2,0.526087
       Tennessee  ,0.8887316678262692,  2,0.77341
           Texas  ,0.926349657737931,  2,0.769227
            Utah  ,0.5192835976654224,  2,0.662888
         Vermont  ,0.9547268699716361,  2,0.623249
        Virginia  ,0.9235261399715501,  2,0.741626
      Washington  ,0.8694023495793062,  2,0.767806
   West Virginia  ,0.9492660097125124,  2,0.802453
       Wisconsin  ,0.965513634424663,  2,0.812054
         Wyoming  ,0.8405432790321368,  2,0.764706
         Alabama  ,0.8859494325427455, 23,  0.667680
          Alaska  ,0.9498530158620258, 23,  0.893333
         Arizona  ,0.8981012122289787, 23,  0.669555
        Arkansas  ,0.8721344790626314, 23,  0.720607
      California  ,0.9020741751143257, 23,  0.761587
        Colorado  ,0.8336361971466009, 23,  0.458646
     Connecticut  ,0.9925990171315815, 23,  0.932994
