Jurisdiction,Prob,Topic,Accuracy
   West Virginia  ,0.9480798855825868, 33,  0.817231
       Wisconsin  ,0.963426248481859, 33,  0.775893
         Wyoming  ,0.7820987105878077, 33,  0.735294
         Alabama  ,0.873997422466391, 34,  0.698536
          Alaska  ,0.9495538273734166, 34,  0.860000
         Arizona  ,0.8962035494783277, 34,  0.674084
        Arkansas  ,0.8537797102607511, 34,  0.740834
      California  ,0.9017849134110549, 34,  0.762243
        Colorado  ,0.8317795604166947, 34,  0.473692
     Connecticut  ,0.9926843907424587, 34,  0.928052
        Delaware  ,0.8054739661183135, 34,  0.662162
         Florida  ,0.9846399241482753, 34,  0.894192
         Georgia  ,0.8507500498725411, 34,  0.768828
          Hawaii  ,0.9498829642469373, 34,  0.817910
           Idaho  ,0.9449797656438818, 34,  0.832110
        Illinois  ,0.9650404480844849, 34,  0.843657
         Indiana  ,0.9682983524184379, 34,  0.915373
            Iowa  ,0.9445908755958782, 34,  0.832676
          Kansas  ,0.9629679343933439, 34,  0.066667
        Kentucky  ,0.8234929244156782, 34,  0.518304
       Louisiana  ,0.8174765188147405, 34,  0.702332
           Maine  ,0.91063645207132, 34,  0.559771
        Maryland  ,0.8961645109028964, 34,  0.717927
   Massachusetts  ,0.996383406163147, 34,  0.845440
        Michigan  ,0.9175139650770453, 34,  0.726760
       Minnesota  ,0.995554100114742, 34,  0.882163
     Mississippi  ,0.9657259928836237, 34,  0.797879
        Missouri  ,0.9811542147487576, 34,  0.722222
         Montana  ,0.7889485099392325, 34,  0.772238
        Nebraska  ,0.9992007904341108, 34,  0.853480
          Nevada  ,0.8473217590607117, 34,  0.540254
   New Hampshire  ,0.6157564240907025, 34,  0.546296
      New Jersey  ,0.9758227640252422, 34,  0.889408
      New Mexico  ,0.9865724892038108, 34,  0.766497
        New York  ,0.9801064564294095, 34,  0.885530
  North Carolina  ,0.9489323615022623, 34,  0.789155
    North Dakota  ,0.8261040883489542, 34,  0.616279
            Ohio  ,0.9626355734934071, 34,  0.796798
        Oklahoma  ,0.8941357342728745, 34,  0.820000
          Oregon  ,0.958322180286254, 34,  0.881265
    Pennsylvania  ,0.9164461817794798, 34,  0.627927
    Rhode Island  ,0.9365505588330086, 34,  0.669075
  South Carolina  ,0.9441881602410844, 34,  0.809990
    South Dakota  ,0.8687211876215677, 34,  0.507246
       Tennessee  ,0.8886458750142647, 34,  0.773089
           Texas  ,0.9259065178865817, 34,  0.787942
            Utah  ,0.5209741408965602, 34,  0.662888
         Vermont  ,0.9677027600020486, 34,  0.817927
        Virginia  ,0.9229014799681794, 34,  0.748339
      Washington  ,0.8723667830495254, 34,  0.770235
   West Virginia  ,0.948814078118695, 34,  0.794511
       Wisconsin  ,0.9660556577081287, 34,  0.802902
         Wyoming  ,0.7850962022598785, 34,  0.689338
         Alabama  ,0.8736664012753929,  3,0.656532
          Alaska  ,0.9497293559480234,  3,0.893333
         Arizona  ,0.897381795357108,  3,0.659659
        Arkansas  ,0.8684434564752995,  3,0.723557
      California  ,0.9021443301950345,  3,0.761617
        Colorado  ,0.8326461876601768,  3,0.461261
     Connecticut  ,0.9926094883560561,  3,0.932413
        Delaware  ,0.8254952568745205,  3,0.676471
         Florida  ,0.9846338325382287,  3,0.895092
         Georgia  ,0.8382190517489014,  3,0.788744
          Hawaii  ,0.9502280296927255,  3,0.819521
           Idaho  ,0.9448344194360772,  3,0.83214
        Illinois  ,0.964916005015355,  3,0.840985
         Indiana  ,0.9683820138485075,  3,0.915466
            Iowa  ,0.9445493999421606,  3,0.832692
          Kansas  ,0.955082779108084,  3,0.066667
        Kentucky  ,0.8248057844269808,  3,0.539262
       Louisiana  ,0.8171568355913421,  3,0.695559
           Maine  ,0.9140366583998286,  3,0.588346
        Maryland  ,0.8961443336165734,  3,0.71768
   Massachusetts  ,0.9968857309113905,  3,0.844512
        Michigan  ,0.9205588576856302,  3,0.735703
       Minnesota  ,0.9942701655322289,  3,0.888914
     Mississippi  ,0.9669079234031751,  3,0.818644
        Missouri  ,0.9825811604631663,  3,0.638889
         Montana  ,0.7889446808477258,  3,0.772238
        Nebraska  ,0.9999984138502559,  3,0.836735
          Nevada  ,0.842652367305393,  3,0.573093
   New Hampshire  ,0.7146621601042956,  3,0.568182
      New Jersey  ,0.9751177299043773,  3,0.891554
      New Mexico  ,0.9863620717446149,  3,0.770691
        New York  ,0.9802397574095518,  3,0.900078
  North Carolina  ,0.9464164593733884,  3,0.79215
    North Dakota  ,0.8266508178191985,  3,0.633075
            Ohio  ,0.9636813666951929,  3,0.796798
        Oklahoma  ,0.8942932796288192,  3,0.820989
          Oregon  ,0.9585699761071949,  3,0.878693
    Pennsylvania  ,0.9099264335825853,  3,0.631879
    Rhode Island  ,0.9415042387347647,  3,0.675615
  South Carolina  ,0.9448038474230662,  3,0.80196
    South Dakota  ,0.8713726283125818,  3,0.515942
       Tennessee  ,0.8887798543354912,  3,0.776279
           Texas  ,0.9260589381438702,  3,0.784989
            Utah  ,0.5174894559413132,  3,0.663788
         Vermont  ,0.9681805722855412,  3,0.809874
        Virginia  ,0.9228492133164358,  3,0.748433
      Washington  ,0.8717948283397654,  3,0.771481
   West Virginia  ,0.9494805012810703,  3,0.810697
       Wisconsin  ,0.965957055884372,  3,0.801563
         Wyoming  ,0.8509037456857386,  3,0.766544
         Alabama  ,0.8785031292353034,  3,0.701014
          Alaska  ,0.9491927430132904,  3,0.76
         Arizona  ,0.8992377732940291,  3,0.67962
        Arkansas  ,0.8433834686671419,  3,0.710072
      California  ,0.9021898845935792,  3,0.761793
        Colorado  ,0.8339913736747517,  3,0.458177
     Connecticut  ,0.992718946982175,  3,0.928924
        Delaware  ,0.8211729957129474,  3,0.649444
         Florida  ,0.9742476541691607,  3,0.884396
         Georgia  ,0.8653330899978672,  3,0.662151
          Hawaii  ,0.9505247452955555,  3,0.821633
           Idaho  ,0.9450431145973387,  3,0.832046
        Illinois  ,0.9654130443910629,  3,0.841391
         Indiana  ,0.9673618411002344,  3,0.90595
            Iowa  ,0.9446921056474763,  3,0.832637
          Kansas  ,0.954656482931588,  3,0.088889
        Kentucky  ,0.8337249843577244,  3,0.511372
       Louisiana  ,0.8172570706920819,  3,0.695902
           Maine  ,0.9171362568326459,  3,0.56291
        Maryland  ,0.896231746701078,  3,0.717157
   Massachusetts  ,0.9967725638100251,  3,0.843673
        Michigan  ,0.9205340499539381,  3,0.741855
       Minnesota  ,0.9944056585733693,  3,0.886418
     Mississippi  ,0.9656932935300847,  3,0.809582
        Missouri  ,0.9851237235290874,  3,0.648551
         Montana  ,0.7809716031430477,  3,0.775125
        Nebraska  ,0.9999654450422405,  3,0.809001
          Nevada  ,0.8471515046880196,  3,0.600636
   New Hampshire  ,0.6978237452205325,  3,0.563131
      New Jersey  ,0.9748013727986932,  3,0.892063
      New Mexico  ,0.986709397676792,  3,0.764732
        New York  ,0.9797249053906132,  3,0.90156
  North Carolina  ,0.9470409330134084,  3,0.790163
    North Dakota  ,0.8263064114105154,  3,0.628768
            Ohio  ,0.9637083143121391,  3,0.801724
        Oklahoma  ,0.8941208699729044,  3,0.810984
          Oregon  ,0.9582157519949187,  3,0.878026
    Pennsylvania  ,0.9040508500929522,  3,0.641089
    Rhode Island  ,0.9388152181055404,  3,0.660884
  South Carolina  ,0.944197965696867,  3,0.80983
    South Dakota  ,0.8707291033733816,  3,0.514493
       Tennessee  ,0.8888735357740313,  3,0.774599
           Texas  ,0.9261150062464161,  3,0.779744
            Utah  ,0.5166302967044827,  3,0.659289
         Vermont  ,0.9587558402861149,  3,0.755952
        Virginia  ,0.9227711826857006,  3,0.749001
      Washington  ,0.87506980485536,  3,0.741048
   West Virginia  ,0.9509657447704863,  3,0.797828
       Wisconsin  ,0.9658858387897278,  3,0.803125
         Wyoming  ,0.8524924805625453,  3,0.762868
         Alabama  ,0.8876202050116795,  3,0.698086
          Alaska  ,0.9496573060675578,  3,0.893333
         Arizona  ,0.8944024683374899,  3,0.661895
        Arkansas  ,0.8311136515522647,  3,0.738727
      California  ,0.90258877462509,  3,0.761451
        Colorado  ,0.8360132354278654,  3,0.470297
     Connecticut  ,0.9926125899128356,  3,0.932558
        Delaware  ,0.803437185604019,  3,0.648384
         Florida  ,0.9846525842817248,  3,0.895017
         Georgia  ,0.8543982240756443,  3,0.788179
          Hawaii  ,0.9501439202644532,  3,0.819412
           Idaho  ,0.9449215974667566,  3,0.832156
        Illinois  ,0.9647917668175412,  3,0.842071
         Indiana  ,0.966870747291163,  3,0.91602
            Iowa  ,0.9447137748871705,  3,0.832686
          Kansas  ,0.9606351733991574,  3,0.088889
        Kentucky  ,0.8293822788467777,  3,0.542552
       Louisiana  ,0.8166381966262196,  3,0.637517
           Maine  ,0.9133323620184025,  3,0.606567
        Maryland  ,0.8960338366547099,  3,0.719835
   Massachusetts  ,0.9971554388738915,  3,0.83815
        Michigan  ,0.9184645455846845,  3,0.734507
       Minnesota  ,0.9950834868638747,  3,0.895665
     Mississippi  ,0.9660295345217844,  3,0.801373
        Missouri  ,0.9807966858627979,  3,0.713768
         Montana  ,0.7900411840431127,  3,0.719234
        Nebraska  ,0.9999988274987699,  3,0.858189
          Nevada  ,0.8375219368223104,  3,0.59428
   New Hampshire  ,0.7147877988327365,  3,0.574074
      New Jersey  ,0.9749760125340199,  3,0.890556
      New Mexico  ,0.9492396543275516,  3,0.721474
        New York  ,0.9830996137834351,  3,0.89556
  North Carolina  ,0.939004711099782,  3,0.78972
    North Dakota  ,0.8118265330454775,  3,0.591301
            Ohio  ,0.963621822281863,  3,0.799261
        Oklahoma  ,0.8938850758017999,  3,0.82276
          Oregon  ,0.9534316288706902,  3,0.842005
    Pennsylvania  ,0.9029310157696948,  3,0.614802
    Rhode Island  ,0.9069215185911077,  3,0.654812
  South Carolina  ,0.9410311734163905,  3,0.780597
    South Dakota  ,0.8810058339806145,  3,0.501449
       Tennessee  ,0.8885567975061218,  3,0.775519
           Texas  ,0.9261248646940569,  3,0.779771
            Utah  ,0.5628095371751478,  3,0.665767
         Vermont  ,0.9648754636606242,  3,0.843137
        Virginia  ,0.9210500903938635,  3,0.731659
      Washington  ,0.8662227688199009,  3,0.749582
   West Virginia  ,0.9486984910725507,  3,0.815623
       Wisconsin  ,0.9650558792900711,  3,0.804464
         Wyoming  ,0.8368384610009214,  3,0.78125
         Alabama  ,0.8682237664362087,  3,0.633559
          Alaska  ,0.949742970414909,  3,0.893333
         Arizona  ,0.8789190992473211,  3,0.686833
        Arkansas  ,0.8719995720238429,  3,0.720185
      California  ,0.9019919726293548,  3,0.760619
        Colorado  ,0.8368434055655811,  3,0.450527
     Connecticut  ,0.9913007293771946,  3,0.928924
        Delaware  ,0.7965471652650622,  3,0.634075
         Florida  ,0.987034098429907,  3,0.885971
         Georgia  ,0.8567716587556625,  3,0.807934
          Hawaii  ,0.9504168815382519,  3,0.820785
           Idaho  ,0.944902161771444,  3,0.832258
        Illinois  ,0.9649013255347879,  3,0.841051
         Indiana  ,0.966828898801594,  3,0.897635
            Iowa  ,0.9446169456142846,  3,0.832814
          Kansas  ,0.9543036429750198,  3,0.177778
        Kentucky  ,0.820528254152776,  3,0.523708
       Louisiana  ,0.8181503042308312,  3,0.690158
           Maine  ,0.9138117441111251,  3,0.598932
        Maryland  ,0.8960150976370225,  3,0.716295
   Massachusetts  ,0.9970286026496132,  3,0.83868
        Michigan  ,0.9213253683824202,  3,0.723285
       Minnesota  ,0.9947206595359676,  3,0.891864
     Mississippi  ,0.9650150696584366,  3,0.81072
        Missouri  ,0.9875529581843232,  3,0.718599
         Montana  ,0.7840610695183092,  3,0.742587
        Nebraska  ,0.9999677589886231,  3,0.831502
          Nevada  ,0.8552716638765583,  3,0.570975
   New Hampshire  ,0.7017870054203388,  3,0.609428
      New Jersey  ,0.9750537708865331,  3,0.891344
      New Mexico  ,0.9861005062863079,  3,0.753476
        New York  ,0.9803022845472089,  3,0.888889
  North Carolina  ,0.9436977013060185,  3,0.790118
    North Dakota  ,0.833298301983237,  3,0.631783
            Ohio  ,0.9637383639007855,  3,0.79803
        Oklahoma  ,0.8937186579896025,  3,0.820954
          Oregon  ,0.9583415596752866,  3,0.873737
    Pennsylvania  ,0.9094681866262915,  3,0.629717
    Rhode Island  ,0.913340232770278,  3,0.678231
  South Carolina  ,0.9443018043981133,  3,0.791841
    South Dakota  ,0.8707960366159984,  3,0.517391
       Tennessee  ,0.888162755798865,  3,0.776376
           Texas  ,0.9258686042960204,  3,0.788853
            Utah  ,0.5332951873399874,  3,0.654341
         Vermont  ,0.9552138615815984,  3,0.804622
        Virginia  ,0.9201494311010733,  3,0.747785
      Washington  ,0.8719350286600744,  3,0.76978
   West Virginia  ,0.9494543081019032,  3,0.80557
       Wisconsin  ,0.965949555291809,  3,0.801562
         Wyoming  ,0.8489295901733779,  3,0.772059
         Alabama  ,0.8855949911770833,  3,0.670158
          Alaska  ,0.94979987292796,  3,0.893333
         Arizona  ,0.8980859515524411,  3,0.669611
        Arkansas  ,0.8612721327510648,  3,0.736199
      California  ,0.901986343734484,  3,0.761593
        Colorado  ,0.8320330440986765,  3,0.462178
     Connecticut  ,0.9925922997853438,  3,0.932994
        Delaware  ,0.8253419913902318,  3,0.674086
         Florida  ,0.9845246207503184,  3,0.893293
         Georgia  ,0.8617542035086548,  3,0.800435
          Hawaii  ,0.9503786547787835,  3,0.820901
           Idaho  ,0.9448807067236219,  3,0.832118
        Illinois  ,0.9648845229942588,  3,0.841198
         Indiana  ,0.9683309957174255,  3,0.915466
            Iowa  ,0.9445954862361995,  3,0.832669
          Kansas  ,0.9550827365852723,  3,0.066667
        Kentucky  ,0.821724025842002,  3,0.542575
       Louisiana  ,0.8173777410649186,  3,0.694616
           Maine  ,0.9139491359164252,  3,0.584598
        Maryland  ,0.8961680053999308,  3,0.717927
   Massachusetts  ,0.9968678301270286,  3,0.844335
        Michigan  ,0.9201933725528683,  3,0.738437
       Minnesota  ,0.9943009665589684,  3,0.88846
     Mississippi  ,0.9674804925423315,  3,0.814011
        Missouri  ,0.9853542603651296,  3,0.65942
         Montana  ,0.7893492162121363,  3,0.763842
        Nebraska  ,0.9999947333322262,  3,0.84877
          Nevada  ,0.8460195772668266,  3,0.579449
   New Hampshire  ,0.7154596913166203,  3,0.56734
      New Jersey  ,0.9750627832117622,  3,0.891684
      New Mexico  ,0.9867756113949777,  3,0.765615
        New York  ,0.9803389749706909,  3,0.899811
  North Carolina  ,0.9464535312348971,  3,0.791883
    North Dakota  ,0.8239765574501241,  3,0.661499
            Ohio  ,0.9636318323610497,  3,0.79803
        Oklahoma  ,0.8939739470878105,  3,0.822185
          Oregon  ,0.9583327996702606,  3,0.880408
    Pennsylvania  ,0.9099174708075057,  3,0.635123
    Rhode Island  ,0.9397434509596775,  3,0.683837
  South Carolina  ,0.919126751348492,  3,0.590748
    South Dakota  ,0.8707602057145001,  3,0.515942
       Tennessee  ,0.8888458667467732,  3,0.775209
           Texas  ,0.926077637018652,  3,0.783995
            Utah  ,0.5101048246022841,  3,0.663338
         Vermont  ,0.9678794764464788,  3,0.810924
        Virginia  ,0.9227756950051124,  3,0.749203
      Washington  ,0.8716275325238312,  3,0.769962
   West Virginia  ,0.9493374107399385,  3,0.81321
       Wisconsin  ,0.965944063912696,  3,0.800223
         Wyoming  ,0.8522790916756458,  3,0.764706
         Alabama  ,0.878531377333064, 40,  0.707432
          Alaska  ,0.9497854530615863, 40,  0.893333
         Arizona  ,0.8985558374462728, 40,  0.676601
        Arkansas  ,0.8724154136108063, 40,  0.666667
      California  ,0.9019079833216396, 40,  0.760691
        Colorado  ,0.835347912710412, 40,  0.453123
     Connecticut  ,0.9925964805064986, 40,  0.932994
        Delaware  ,0.8256993116481723, 40,  0.672231
         Florida  ,0.9847195114450972, 40,  0.895017
         Georgia  ,0.8427239856179597, 40,  0.794952
          Hawaii  ,0.9505050308645752, 40,  0.820066
           Idaho  ,0.9450431822402015, 40,  0.832171
        Illinois  ,0.9649133692741558, 40,  0.840782
         Indiana  ,0.9682458263229891, 40,  0.915928
            Iowa  ,0.9448004649878984, 40,  0.832708
          Kansas  ,0.9553969338218178, 40,  0.133333
        Kentucky  ,0.8247801002253916, 40,  0.494925
       Louisiana  ,0.8172792752452261, 40,  0.695302
           Maine  ,0.9142362066971303, 40,  0.574948
        Maryland  ,0.896084678908219, 40,  0.719373
   Massachusetts  ,0.9968843224774078, 40,  0.846677
        Michigan  ,0.9203157413891325, 40,  0.728070
       Minnesota  ,0.9946905213952214, 40,  0.905027
     Mississippi  ,0.9677141407067209, 40,  0.805274
        Missouri  ,0.983258715475012, 40,  0.486715
         Montana  ,0.7896215431787101, 40,  0.744686
        Nebraska  ,0.9999940109143836, 40,  0.855573
          Nevada  ,0.844022763478074, 40,  0.595339
   New Hampshire  ,0.7211261515607017, 40,  0.559764
      New Jersey  ,0.9749252363970606, 40,  0.891913
      New Mexico  ,0.957498140212895, 40,  0.744207
        New York  ,0.9799309205521036, 40,  0.899692
  North Carolina  ,0.9457617444000712, 40,  0.791913
    North Dakota  ,0.8176100209388804, 40,  0.622739
            Ohio  ,0.9637282663978101, 40,  0.798030
        Oklahoma  ,0.8943247762265295, 40,  0.806994
          Oregon  ,0.9583014712940549, 40,  0.880027
    Pennsylvania  ,0.9099190822102576, 40,  0.637696
    Rhode Island  ,0.9305774452593059, 40,  0.675055
  South Carolina  ,0.9473583941755629, 40,  0.780919
    South Dakota  ,0.8746414615516365, 40,  0.513043
       Tennessee  ,0.8889101228466821, 40,  0.774652
           Texas  ,0.9260127818794093, 40,  0.786893
            Utah  ,0.5171723114402351, 40,  0.663788
         Vermont  ,0.9615794635259396, 40,  0.784314
        Virginia  ,0.9229830810666527, 40,  0.748730
      Washington  ,0.8727647258069066, 40,  0.772969
   West Virginia  ,0.9489163282727135, 40,  0.804866
       Wisconsin  ,0.9665512578326186, 40,  0.792187
         Wyoming  ,0.8444634267632527, 40,  0.773897
         Alabama  ,0.8851128421780703,  4,0.683896
          Alaska  ,0.949173575305077,  4,0.893333
         Arizona  ,0.8977380491615404,  4,0.651048
        Arkansas  ,0.8657324971460068,  4,0.695744
      California  ,0.9020217649637663,  4,0.761672
        Colorado  ,0.833087381505448,  4,0.466257
     Connecticut  ,0.9926387127955802,  4,0.936628
        Delaware  ,0.8258591857845105,  4,0.675676
         Florida  ,0.9837143545657551,  4,0.886021
         Georgia  ,0.8392194376259516,  4,0.75899
          Hawaii  ,0.9507906236411574,  4,0.824396
           Idaho  ,0.9451279254539124,  4,0.831893
        Illinois  ,0.964926914983988,  4,0.840818
         Indiana  ,0.9683066413261524,  4,0.915835
            Iowa  ,0.9447514462747114,  4,0.832482
          Kansas  ,0.9566282711907758,  4,0.133333
        Kentucky  ,0.8271122957060675,  4,0.498026
       Louisiana  ,0.8158564004028646,  4,0.676183
           Maine  ,0.9145595738792761,  4,0.633315
        Maryland  ,0.8901704436363418,  4,0.71254
   Massachusetts  ,0.9968303233869272,  4,0.837398
        Michigan  ,0.921512071474046,  4,0.723456
       Minnesota  ,0.9946229639782145,  4,0.884943
     Mississippi  ,0.7716728878902869,  4,0.773538
        Missouri  ,0.9857025532231051,  4,0.543478
         Montana  ,0.786435705152896,  4,0.691944
        Nebraska  ,0.9998964671379095,  4,0.852433
          Nevada  ,0.8489549314290462,  4,0.584746
   New Hampshire  ,0.7119319301085478,  4,0.659091
      New Jersey  ,0.969093571335874,  4,0.890536
      New Mexico  ,0.9849509572036538,  4,0.758552
        New York  ,0.9807116974842617,  4,0.8933
  North Carolina  ,0.946300874519087,  4,0.787718
    North Dakota  ,0.686860100679546,  4,0.622308
            Ohio  ,0.9633414930046057,  4,0.796798
        Oklahoma  ,0.8948468081826798,  4,0.797219
          Oregon  ,0.9595961030034437,  4,0.87955
    Pennsylvania  ,0.9086257032191722,  4,0.624646
    Rhode Island  ,0.9776109780328197,  4,0.664186
  South Carolina  ,0.9451479027856768,  4,0.800835
    South Dakota  ,0.8695700406153349,  4,0.514493
       Tennessee  ,0.8891564942631189,  4,0.770831
           Texas  ,0.9261372511830387,  4,0.783885
            Utah  ,0.5222632434775808,  4,0.653441
         Vermont  ,0.9675366153219968,  4,0.819328
        Virginia  ,0.924110836765496,  4,0.742909
      Washington  ,0.8693520717098758,  4,0.760547
   West Virginia  ,0.950638183076806,  4,0.831406
       Wisconsin  ,0.965936711178225,  4,0.80067
         Wyoming  ,0.8487648389626017,  4,0.733456
         Alabama  ,0.8826762360744698, 42,  0.678491
          Alaska  ,0.9498309884456269, 42,  0.890000
         Arizona  ,0.9257611382936382, 42,  0.662790
        Arkansas  ,0.8467729825699268, 42,  0.716393
      California  ,0.9018443997122103, 42,  0.759130
        Colorado  ,0.8333380769750347, 42,  0.460909
     Connecticut  ,0.9925973180633154, 42,  0.932994
        Delaware  ,0.7961932371483453, 42,  0.662692
         Florida  ,0.9840874362014976, 42,  0.894617
         Georgia  ,0.8476547705366797, 42,  0.757217
          Hawaii  ,0.9501513382871032, 42,  0.822410
           Idaho  ,0.9455533223881437, 42,  0.831840
        Illinois  ,0.965296014005137, 42,  0.839976
         Indiana  ,0.9677594301127435, 42,  0.911678
            Iowa  ,0.9453135639426825, 42,  0.832425
          Kansas  ,0.9578308026843356, 42,  0.133333
        Kentucky  ,0.8429514317656863, 42,  0.458318
       Louisiana  ,0.8148837488592292, 42,  0.678669
           Maine  ,0.9082696871179673, 42,  0.430251
        Maryland  ,0.8960659169303654, 42,  0.718942
   Massachusetts  ,0.9968937156113352, 42,  0.838061
        Michigan  ,0.9156126214996289, 42,  0.712805
       Minnesota  ,0.9936368922129508, 42,  0.866277
     Mississippi  ,0.9583367309706194, 42,  0.818522
        Missouri  ,0.9853067246859337, 42,  0.666667
         Montana  ,0.7914486772990746, 42,  0.753346
        Nebraska  ,0.9999932493523115, 42,  0.851910
          Nevada  ,0.8385648077939656, 42,  0.542373
   New Hampshire  ,0.7060519808225241, 42,  0.569865
      New Jersey  ,0.9751560844564495, 42,  0.890935
      New Mexico  ,0.9865176667976508, 42,  0.770470
        New York  ,0.9806359867534313, 42,  0.895604
  North Carolina  ,0.9346178549924002, 42,  0.741171
    North Dakota  ,0.8139171484153327, 42,  0.621447
            Ohio  ,0.9638643310607607, 42,  0.796798
        Oklahoma  ,0.8939202281128235, 42,  0.816722
          Oregon  ,0.957858416003075, 42,  0.879455
    Pennsylvania  ,0.9049255604710562, 42,  0.644295
    Rhode Island  ,0.937932285530662, 42,  0.654874
  South Carolina  ,0.9438358706664114, 42,  0.756344
    South Dakota  ,0.8706365512245023, 42,  0.508696
       Tennessee  ,0.888641228476281, 42,  0.776793
           Texas  ,0.9256407869058184, 42,  0.760890
            Utah  ,0.5095872312378342, 42,  0.660279
         Vermont  ,0.9642020500393992, 42,  0.825280
        Virginia  ,0.9230646668574567, 42,  0.748757
      Washington  ,0.8710235870053266, 42,  0.767806
   West Virginia  ,0.9477072872022111, 42,  0.785463
       Wisconsin  ,0.9639780016738793, 42,  0.811830
         Wyoming  ,0.8429681245643644, 42,  0.770221
         Alabama  ,0.8528727707276054,43 , 0.550676
          Alaska  ,0.946894896254596,43 , 0.896667
         Arizona  ,0.8851062215490689,43 , 0.663126
        Arkansas  ,0.8453044914869747,43 , 0.588706
      California  ,0.9344893247839907,43 , 0.751042
        Colorado  ,0.8219352726009712,43 , 0.427908
     Connecticut  ,0.9898707704132943,43 , 0.918605
        Delaware  ,0.744842334821727,43 , 0.567303
         Florida  ,0.9842554917437442,43 , 0.896466
         Georgia  ,0.8382336300719673,43 , 0.602967
          Hawaii  ,0.9516140407199978,43 , 0.802559
           Idaho  ,0.9443444431852017,43 , 0.832335
        Illinois  ,0.9648225750732932,43 , 0.839010
         Indiana  ,0.9536763398598722,43 , 0.839339
            Iowa  ,0.9440584204031216,43 , 0.832895
          Kansas  ,0.9568243782828124,43 , 0.844444
        Kentucky  ,0.8377260634073467,43 , 0.372956
       Louisiana  ,0.5940210649695333,43 , 0.630573
           Maine  ,0.9481002039149498,43 , 0.647555
        Maryland  ,0.8938882564641603,43 , 0.716634
   Massachusetts  ,0.9968163443193648,43 , 0.815085
        Michigan  ,0.9268474622856491,43 , 0.681533
       Minnesota  ,0.9943235792778816,43 , 0.888744
     Mississippi  ,0.968136227446254,43 , 0.821204
        Missouri  ,0.9857934825583015,43 , 0.605072
         Montana  ,0.8372065569930587,43 , 0.756757
        Nebraska  ,0.9965324344178964,43 , 0.836735
          Nevada  ,0.8442832077978378,43 , 0.562500
   New Hampshire  ,0.6840761749097352,43 , 0.556397
      New Jersey  ,0.9748821434461669,43 , 0.891893
      New Mexico  ,0.987552982224287,43 , 0.765835
        New York  ,0.9797862472094981,43 , 0.888232
  North Carolina  ,0.9244311174695872,43 , 0.737488
    North Dakota  ,0.8214281674876507,43 , 0.484927
            Ohio  ,0.9636222560779115,43 , 0.800493
        Oklahoma  ,0.9088114806642299,43 , 0.780131
          Oregon  ,0.9534972077775223,43 , 0.862207
    Pennsylvania  ,0.9138141132888731,43 , 0.629306
    Rhode Island  ,0.931473963715653,43 , 0.675304
  South Carolina  ,0.9542653276210956,43 , 0.807420
    South Dakota  ,0.848366082005603,43 , 0.520290
       Tennessee  ,0.9150928348972198,43 , 0.774170
           Texas  ,0.9259983097928669,43 , 0.794485
            Utah  ,0.5271191126350969,43 , 0.660909
         Vermont  ,0.9494019223171288,43 , 0.695028
        Virginia  ,0.8983364912091868,43 , 0.698312
      Washington  ,0.8621926012317086,43 , 0.739863
   West Virginia  ,0.9708380894351533,43 , 0.765457
       Wisconsin  ,0.9682801791054565,43 , 0.775670
         Wyoming  ,0.8557256866724079,43 , 0.762868
         Alabama  ,0.9992700705929919, 44,  0.647072
          Alaska  ,0.9513192227378402, 44,  0.610000
         Arizona  ,0.8854555885320893, 44,  0.681409
        Arkansas  ,0.8813905097472372, 44,  0.704593
      California  ,0.9023547650603398, 44,  0.761387
        Colorado  ,0.8294483725226219, 44,  0.463329
     Connecticut  ,0.9923537455992274, 44,  0.926599
        Delaware  ,0.7748751169476618, 44,  0.634075
         Florida  ,0.984114367860155, 44,  0.893243
         Georgia  ,0.8457907048989044, 44,  0.749315
          Hawaii  ,0.9504875939660395, 44,  0.819303
           Idaho  ,0.9448685234810889, 44,  0.832198
        Illinois  ,0.9648965545689974, 44,  0.841587
         Indiana  ,0.9680657012564259, 44,  0.916297
            Iowa  ,0.9446986543941146, 44,  0.832724
          Kansas  ,0.9541629665713169, 44,  0.155556
        Kentucky  ,0.8163488731492754, 44,  0.548426
       Louisiana  ,0.815379050394633, 44,  0.692044
           Maine  ,0.9136666870466001, 44,  0.588720
        Maryland  ,0.8966115071253914, 44,  0.712386
   Massachusetts  ,0.9967991337640304, 44,  0.849328
        Michigan  ,0.9268440019923725, 44,  0.724766
       Minnesota  ,0.9887426547288845, 44,  0.890900
     Mississippi  ,0.9661563121646067, 44,  0.821935
        Missouri  ,0.9906001533680564, 44,  0.547101
         Montana  ,0.7865773011692523, 44,  0.675413
        Nebraska  ,0.9999994882998182, 44,  0.822606
          Nevada  ,0.8472352829889434, 44,  0.575212
   New Hampshire  ,0.6826042242432784, 44,  0.584175
      New Jersey  ,0.9751275040429984, 44,  0.891434
      New Mexico  ,0.9441550933568346, 44,  0.777533
        New York  ,0.9796736585736576, 44,  0.901735
  North Carolina  ,0.9456381779989774, 44,  0.781568
    North Dakota  ,0.8248205427511444, 44,  0.606374
            Ohio  ,0.9635701160417334, 44,  0.800493
        Oklahoma  ,0.8941748254985626, 44,  0.812307
          Oregon  ,0.958028369949754, 44,  0.857442
    Pennsylvania  ,0.9097561618390878, 44,  0.643475
    Rhode Island  ,0.8910470860541018, 44,  0.668857
  South Carolina  ,0.9456221342605174, 44,  0.797944
